term,category,mark,sentiment,type
уютный,Interior,Rel,positive,implicit
едой,Food,Rel,positive,explicit
сервисом,Service,Rel,positive,explicit
атмосферой в ресторане,Interior,Rel,positive,explicit
ресторан,Whole,Irr,neutral,explicit
Duplex,Whole,Rel,positive,explicit
ресторане,Whole,Rel,neutral,explicit
место,Whole,Irr,negative,explicit
помогли меню составить,Service,Rel,positive,fct
все уже было готово,Service,Rel,positive,fct
столы накрыты,Service,Rel,positive,fct
еда вынесена,Service,Rel,positive,fct
Кухня,Food,Rel,positive,explicit
порции большие,Food,Rel,positive,fct
программа,Interior,Rel,positive,explicit
живая музыка,Interior,Rel,positive,explicit
пела,Interior,Rel,positive,explicit
грузинские танцевальный коллектив,Interior,Rel,positive,explicit
Зал очень большой,Interior,Rel,positive,fct
большого пространства,Interior,Rel,positive,fct
алкоголь можно с собой приносить,Service,Rel,positive,fct
пробкового сбора нет,Service,Rel,positive,fct
придем к Вам еще,Whole,Rel,positive,fct
Паберти,Whole,Rel,neutral,explicit
Заказывал,Service,Rel,neutral,explicit
пивоварни,Food,Rel,positive,explicit
Пиво,Food,Rel,positive,explicit
свежесваренное пиво,Food,Rel,positive,explicit
кухня,Food,Rel,positive,explicit
закуски,Food,Rel,positive,explicit
горячее,Food,Rel,positive,explicit
вкусным,Food,Rel,positive,implicit
стол обслуживали,Service,Rel,positive,explicit
официантов,Service,Rel,positive,explicit
блюда и напитки выносились,Service,Rel,positive,explicit
заменялись на чистое,Service,Rel,positive,fct
обслуживание,Service,Rel,positive,explicit
Развлекательная программа ресторана,Interior,Rel,positive,explicit
потанцевать,Interior,Rel,positive,explicit
весело,Interior,Rel,positive,implicit
персоналу Паберти,Service,Rel,positive,explicit
уютном,Interior,Irr,positive,implicit
заведении,Whole,Irr,positive,explicit
кафе,Whole,Rel,positive,explicit
интерьер,Interior,Rel,positive,explicit
вкусные,Food,Rel,positive,implicit
блюда,Food,Rel,positive,explicit
вода на столе,Service,Rel,positive,fct
внимательный,Service,Rel,positive,implicit
гостеприимный,Service,Rel,positive,implicit
персонал,Service,Rel,positive,explicit
место,Whole,Rel,positive,explicit
Mon Petit Cafe,Whole,Rel,positive,explicit
ресторане &quot;Небо&quot;,Whole,Rel,neutral,explicit
вкусная,Food,Rel,positive,implicit
еда,Food,Rel,positive,explicit
суши,Food,Rel,positive,explicit
роллы,Food,Rel,positive,explicit
свинной шашлык,Food,Rel,positive,explicit
теплый мексиканский салат,Food,Rel,positive,explicit
не уютно,Interior,Rel,negative,implicit
не много прохладно,Interior,Rel,negative,fct
виды из окна,Interior,Rel,positive,fct
Сервис,Service,Rel,positive,explicit
встречи гостя,Service,Rel,positive,explicit
проводов,Service,Rel,positive,explicit
Персонал,Service,Rel,positive,explicit
вежливый,Service,Rel,positive,implicit
официантка,Service,Rel,positive,explicit
приветливый,Service,Rel,positive,implicit
вид на залив,Interior,Rel,positive,fct
интерьер зала,Interior,Rel,positive,explicit
уюта,Interior,Rel,positive,implicit
атмосфера,Interior,Rel,positive,explicit
уютно,Interior,Rel,positive,implicit
обслуживание,Service,Rel,positive,explicit
кухни,Food,Rel,positive,explicit
вкусно,Food,Rel,positive,implicit
Соотношение цена/качество,Price,Rel,positive,explicit
Живая музыка,Interior,Rel,positive,explicit
девушка-певица,Interior,Rel,positive,explicit
потанцевали,Interior,Rel,positive,explicit
провели время,Whole,Rel,positive,explicit
ресторану Браво-Лаудес,Whole,Rel,positive,explicit
владельцу Майклу,Whole,Rel,positive,explicit
ресторан,Whole,Rel,positive,explicit
место,Whole,Rel,positive,explicit
большом зале,Interior,Rel,positive,explicit
украшен,Interior,Rel,positive,explicit
фонтаны из шариков,Interior,Rel,positive,explicit
потолка,Interior,Rel,positive,explicit
в красных тонах,Interior,Rel,positive,explicit
подсветка,Interior,Rel,positive,explicit
цветы на столе,Interior,Rel,positive,explicit
украшение,Interior,Rel,positive,explicit
стульчик,Interior,Rel,positive,explicit
заказан,Service,Rel,neutral,explicit
фуршет,Food,Rel,neutral,explicit
меню,Food,Rel,neutral,explicit
заказывали,Service,Rel,neutral,explicit
еды было такое огромное количество,Food,Rel,positive,fct
еды,Food,Rel,positive,explicit
вкуснятины,Food,Rel,positive,implicit
салаты,Food,Rel,positive,explicit
Персонал,Service,Rel,positive,explicit
Все делали не заметно,Service,Rel,positive,fct
ресторан,Whole,Rel,positive,explicit
местечко,Whole,Rel,neutral,explicit
выпить пива,Food,Rel,neutral,explicit
народу всегда много,Interior,Rel,negative,fct
мест просто нет,Interior,Rel,negative,fct
столик,Interior,Rel,negative,explicit
заказываю столик,Service,Rel,neutral,explicit
заказать обычный столик,Service,Rel,negative,explicit
пивом,Food,Rel,neutral,explicit
едой,Food,Rel,neutral,explicit
Пиво,Food,Rel,positive,explicit
вайнштефан светлое,Food,Rel,positive,explicit
Еда,Food,Rel,positive,explicit
вкусная,Food,Rel,positive,implicit
порции,Food,Rel,positive,explicit
Обслуживание,Service,Rel,both,explicit
официантки,Service,Rel,both,explicit
официант,Service,Irr,positive,explicit
приветлив,Service,Irr,positive,implicit
доброжелателен,Service,Irr,positive,implicit
место,Whole,Rel,positive,explicit
Амадеусе,Whole,Rel,neutral,explicit
ресторану,Whole,Rel,positive,explicit
уютный,Interior,Rel,positive,implicit
каминный зал,Interior,Rel,positive,explicit
декор,Interior,Rel,positive,explicit
интерьер,Interior,Rel,positive,explicit
каминный зал,Interior,Rel,positive,explicit
персонала ресторана,Service,Rel,positive,explicit
администратором,Service,Rel,positive,explicit
дружелюбный,Service,Rel,positive,implicit
внимательный,Service,Rel,positive,implicit
коллектив официантов,Service,Rel,positive,explicit
подачи блюд,Service,Rel,positive,explicit
чистоты на столах,Service,Rel,positive,fct
персоналом,Service,Rel,positive,explicit
вежливые,Service,Rel,positive,implicit
улыбчивые,Service,Rel,positive,implicit
дружелюбные,Service,Rel,positive,implicit
кухня,Food,Rel,positive,explicit
сервировка,Food,Rel,positive,explicit
подача блюд,Food,Rel,positive,explicit
вкус блюд,Food,Rel,positive,explicit
вкусно,Food,Rel,positive,implicit
не дорого,Price,Rel,positive,implicit
ресторане,Whole,Rel,neutral,explicit
администратор,Service,Rel,positive,explicit
заказав столик,Service,Rel,neutral,explicit
кафе,Whole,Rel,neutral,explicit
кафе,Whole,Rel,positive,explicit
только тебя там и ждали,Whole,Rel,positive,fct
интерьер,Interior,Rel,positive,explicit
атмосфера,Interior,Rel,positive,explicit
атмосфера,Interior,Rel,both,explicit
кафе,Whole,Rel,positive,explicit
уютное,Interior,Rel,positive,implicit
сухарики из собственного вкусного хлеба,Food,Rel,positive,explicit
блюд,Food,Rel,neutral,explicit
Пива нет,Food,Rel,both,fct
посещения,Whole,Rel,positive,explicit
Музыка фоновая,Interior,Rel,neutral,explicit
втором зале,Interior,Rel,positive,explicit
попрохладнее,Interior,Rel,positive,implicit
Еда,Food,Rel,both,explicit
Порции,Food,Rel,positive,explicit
Девушка - официант и кассир в одном лице,Service,Rel,both,explicit
первом зале,Interior,Rel,neutral,explicit
не всегда контролировала,Service,Rel,both,fct
убрать тарелки,Service,Rel,negative,explicit
Подарили карту соседа,Service,Rel,positive,fct
Придем еще,Whole,Rel,positive,fct
ресторан,Whole,Irr,negative,explicit
ресторан,Whole,Rel,positive,explicit
Интерьер,Interior,Rel,positive,explicit
кухня,Food,Rel,positive,explicit
персонал,Service,Rel,positive,explicit
мгновенно принесенный заказ,Service,Rel,positive,fct
